,id,username,bot_type,user_type,origin_tweet_date,degree,tweet_url
446,93,MiguelDante,other,bot,2022-10-23,16,https://twitter.com/MiguelDante/status/1584321376760254464
447,247,dr_demetre,other,bot,2022-09-29,16,https://twitter.com/dr_demetre/status/1575391064667705345
448,325,magnumoppis,false (human account),human,2022-09-27,16,https://twitter.com/magnumoppis/status/1574790314950270980
449,1045,osekoer,false (human account),human,2022-09-23,16,https://twitter.com/osekoer/status/1573253591120445440
450,81,sdcltrc,spammer,bot,2022-10-25,15,https://twitter.com/sdcltrc/status/1584758379863371776
451,964,KarlBau35787590,other,bot,2022-09-26,15,https://twitter.com/KarlBau35787590/status/1574443779859283968
452,1043,jamaicanrabbit5,spammer,bot,2022-09-23,14,https://twitter.com/jamaicanrabbit5/status/1573173971511808000
453,1062,gilbertdig2021,spammer,bot,2022-09-25,14,https://twitter.com/gilbertdig2021/status/1574019844927889408
454,80,Zo8541,spammer,bot,2022-10-25,13,https://twitter.com/Zo8541/status/1584703866532401152
455,245,Echinanews,spammer,bot,2022-09-29,13,https://twitter.com/Echinanews/status/1575391000251760641
456,1009,ReNellGlover,false (human account),human,2022-09-28,13,https://twitter.com/ReNellGlover/status/1575110962796892161
457,1070,SianGissingMcM,false (human account),human,2022-09-20,13,https://twitter.com/SianGissingMcM/status/1572358245226008576
458,91,BurkeLynne,false (human account),human,2022-10-23,12,https://twitter.com/BurkeLynne/status/1584279027904221185
459,1008,TransClinique,other,bot,2022-09-28,12,https://twitter.com/TransClinique/status/1575097272206884865
460,1042,WeAreNotFood,spammer,bot,2022-09-23,12,https://twitter.com/WeAreNotFood/status/1573170410572886017
461,90,JosephHeskin,false (human account),human,2022-10-23,11,https://twitter.com/JosephHeskin/status/1584274494671048704
462,244,justaneighsayer,false (human account),human,2022-09-29,11,https://twitter.com/justaneighsayer/status/1575390763046866945
463,1019,sureshlp1,false (human account),human,2022-09-22,11,https://twitter.com/sureshlp1/status/1572948791484981249
464,1075,MicrobesInfo,false (human account),human,2022-09-21,11,https://twitter.com/MicrobesInfo/status/1572571472492744705
465,57,Wordsmith1327,false (human account),human,2022-10-28,10,https://twitter.com/Wordsmith1327/status/1585948686328160256
466,243,8NEWS,other,bot,2022-09-29,10,https://twitter.com/8NEWS/status/1575390592024158210
467,320,HardyC888,false (human account),human,2022-09-27,10,https://twitter.com/HardyC888/status/1574789526991405058
468,1060,ManiacXaq,self_declared,bot,2022-09-25,10,https://twitter.com/ManiacXaq/status/1573910965443338241
469,1068,StacieinAtlanta,spammer,bot,2022-09-20,10,https://twitter.com/StacieinAtlanta/status/1572344029605412867
470,56,DeanPNHalkitis,false (human account),human,2022-10-28,9,https://twitter.com/DeanPNHalkitis/status/1585818699071918080
471,319,femmexi,false (human account),human,2022-09-27,9,https://twitter.com/femmexi/status/1574789499728457729
472,242,hicksyalex,self_declared,bot,2022-09-29,8,https://twitter.com/hicksyalex/status/1575390496465231874
473,318,TheRealMrSee,spammer,bot,2022-09-27,8,https://twitter.com/TheRealMrSee/status/1574789492401401856
